6.1101,17.592
5.5277,9.1302
8.5186,13.662
7.0032,11.854
5.8598,6.8233
8.3829,11.886
7.4764,4.3483
8.5781,12
6.4862,6.5987
5.0546,3.8166
5.7107,3.2522
14.164,15.505
5.734,3.1551
8.4084,7.2258
5.6407,0.71618
5.3794,3.5129
6.3654,5.3048
5.1301,0.56077
6.4296,3.6518
7.0708,5.3893
6.1891,3.1386
20.27,21.767
5.4901,4.263
6.3261,5.1875
5.5649,3.0825
18.945,22.638
12.828,13.501
10.957,7.0467
13.176,14.692
22.203,24.147
5.2524,-1.22
6.5894,5.9966
9.2482,12.134
5.8918,1.8495
8.2111,6.5426
7.9334,4.5623
8.0959,4.1164
5.6063,3.3928
12.836,10.117
6.3534,5.4974
5.4069,0.55657
6.8825,3.9115
11.708,5.3854
5.7737,2.4406
7.8247,6.7318
7.0931,1.0463
5.0702,5.1337
5.8014,1.844
11.7,8.0043
5.5416,1.0179
7.5402,6.7504
5.3077,1.8396
7.4239,4.2885
7.6031,4.9981
6.3328,1.4233
6.3589,-1.4211
6.2742,2.4756
5.6397,4.6042
9.3102,3.9624
9.4536,5.4141
8.8254,5.1694
5.1793,-0.74279
21.279,17.929
14.908,12.054
18.959,17.054
7.2182,4.8852
8.2951,5.7442
10.236,7.7754
5.4994,1.0173
20.341,20.992
10.136,6.6799
7.3345,4.0259
6.0062,1.2784
7.2259,3.3411
5.0269,-2.6807
6.5479,0.29678
7.5386,3.8845
5.0365,5.7014
10.274,6.7526
5.1077,2.0576
5.7292,0.47953
5.1884,0.20421
6.3557,0.67861
9.7687,7.5435
6.5159,5.3436
8.5172,4.2415
9.1802,6.7981
6.002,0.92695
5.5204,0.152
5.0594,2.8214
5.7077,1.8451
7.6366,4.2959
5.8707,7.2029
5.3054,1.9869
8.2934,0.14454
13.394,9.0551
5.4369,0.61705
6.7123,4.8921
8.0012,6.9912
9.4311,10.1234
7.1234,3.8765
6.0987,2.4567
15.8703,14.2945
9.6755,8.8427
17.52,22.791
20.1671,20.0699
12.1727,9.9052
8.7168,10.5137
5.4511,3.5297
16.048,19.707
8.7475,11.3897
18.7603,17.5773
18.6989,24.4201
10.7843,9.496
21.2726,23.8931
6.5767,3.8592
19.4074,24.3261
18.7212,24.7628
14.1159,21.6702
11.4351,14.2425
19.0999,24.1051
19.649,24.3523
16.9777,15.8315
8.8743,8.543
6.3565,4.9557
6.717,5.8401
15.8066,17.6162
11.2931,10.6468
9.5386,15.8129
16.0166,20.3112
7.9094,11.7825
7.7778,8.1279
21.8219,27.5863
14.4681,19.2079
19.3285,25.9542
8.8938,5.9936
10.3627,10.1126
8.5867,14.7331
19.8982,22.0246
16.1425,18.3273
20.5473,24.2453
9.503,8.8699
14.5433,15.0794
14.938,21.9038
11.7898,11.341
21.9581,26.445
6.5455,3.3258
6.864,9.5113
18.4653,21.38
6.08,6.1122
21.9341,26.6121
21.5083,29.4178
5.1952,8.4415
16.5891,20.2766
9.536,12.8528
6.8964,7.6233
12.7133,19.7941
19.8895,21.5013
13.51,12.9985
20.5147,28.3228
10.0736,13.4778
15.3525,14.9514
17.9627,21.949
18.2367,22.1876
5.0097,4.2532
5.3311,10.6883
19.9383,27.2426
10.2277,7.8525
